"T","U:0","U:1","U:2","alphat","p","p_rgh","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
0.83596,1.4737,0,0,0,0.47053,0.47053,1,1.046,1.046,0.25,0.1
0.83547,1.4739,0,0,0,0.46949,0.46949,1,1.048,1.048,0.25,0.1
0.83498,1.474,0,0,0,0.46845,0.46845,1,1.05,1.05,0.25,0.1
0.83449,1.4742,0,0,0,0.46741,0.46741,1,1.052,1.052,0.25,0.1
0.834,1.4743,0,0,0,0.46638,0.46638,1,1.054,1.054,0.25,0.1
0.83352,1.4745,0,0,0,0.46534,0.46534,1,1.056,1.056,0.25,0.1
0.83303,1.4746,0,0,0,0.4643,0.4643,1,1.058,1.058,0.25,0.1
0.83254,1.4748,0,0,0,0.46326,0.46326,1,1.06,1.06,0.25,0.1
0.83206,1.4749,0,0,0,0.46222,0.46222,1,1.062,1.062,0.25,0.1
0.83157,1.4751,0,0,0,0.46119,0.46119,1,1.064,1.064,0.25,0.1
0.83108,1.4752,0,0,0,0.46015,0.46015,1,1.066,1.066,0.25,0.1
0.83059,1.4753,0,0,0,0.45912,0.45912,1,1.068,1.068,0.25,0.1
0.83011,1.4755,0,0,0,0.45808,0.45808,1,1.07,1.07,0.25,0.1
0.82962,1.4756,0,0,0,0.45705,0.45705,1,1.072,1.072,0.25,0.1
0.82914,1.4758,0,0,0,0.45601,0.45601,1,1.074,1.074,0.25,0.1
0.82865,1.4759,0,0,0,0.45498,0.45498,1,1.076,1.076,0.25,0.1
0.82816,1.476,0,0,0,0.45394,0.45394,1,1.078,1.078,0.25,0.1
0.82768,1.4762,0,0,0,0.45291,0.45291,1,1.08,1.08,0.25,0.1
0.82719,1.4763,0,0,0,0.45188,0.45188,1,1.082,1.082,0.25,0.1
0.82671,1.4764,0,0,0,0.45085,0.45085,1,1.084,1.084,0.25,0.1
0.82622,1.4766,0,0,0,0.44982,0.44982,1,1.086,1.086,0.25,0.1
0.82573,1.4767,0,0,0,0.44878,0.44878,1,1.088,1.088,0.25,0.1
0.82525,1.4769,0,0,0,0.44775,0.44775,1,1.09,1.09,0.25,0.1
0.82476,1.477,0,0,0,0.44672,0.44672,1,1.092,1.092,0.25,0.1
0.82428,1.4771,0,0,0,0.44569,0.44569,1,1.094,1.094,0.25,0.1
0.8238,1.4772,0,0,0,0.44466,0.44466,1,1.096,1.096,0.25,0.1
0.82331,1.4774,0,0,0,0.44363,0.44363,1,1.098,1.098,0.25,0.1
0.82283,1.4775,0,0,0,0.4426,0.4426,1,1.1,1.1,0.25,0.1
0.82234,1.4776,0,0,0,0.44158,0.44158,1,1.102,1.102,0.25,0.1
0.82186,1.4778,0,0,0,0.44055,0.44055,1,1.104,1.104,0.25,0.1
0.82138,1.4779,0,0,0,0.43952,0.43952,1,1.106,1.106,0.25,0.1
0.82089,1.478,0,0,0,0.43849,0.43849,1,1.108,1.108,0.25,0.1
0.82041,1.4781,0,0,0,0.43747,0.43747,1,1.11,1.11,0.25,0.1
0.81992,1.4783,0,0,0,0.43644,0.43644,1,1.112,1.112,0.25,0.1
0.81944,1.4784,0,0,0,0.43542,0.43542,1,1.114,1.114,0.25,0.1
0.81896,1.4785,0,0,0,0.43439,0.43439,1,1.116,1.116,0.25,0.1
0.81848,1.4786,0,0,0,0.43336,0.43336,1,1.118,1.118,0.25,0.1
0.81799,1.4787,0,0,0,0.43234,0.43234,1,1.12,1.12,0.25,0.1
0.81751,1.4789,0,0,0,0.43131,0.43131,1,1.122,1.122,0.25,0.1
0.81703,1.479,0,0,0,0.43029,0.43029,1,1.124,1.124,0.25,0.1
0.81655,1.4791,0,0,0,0.42927,0.42927,1,1.126,1.126,0.25,0.1
0.81606,1.4792,0,0,0,0.42824,0.42824,1,1.128,1.128,0.25,0.1
0.81558,1.4793,0,0,0,0.42722,0.42722,1,1.13,1.13,0.25,0.1
0.8151,1.4795,0,0,0,0.4262,0.4262,1,1.132,1.132,0.25,0.1
0.81462,1.4796,0,0,0,0.42518,0.42518,1,1.134,1.134,0.25,0.1
0.81414,1.4797,0,0,0,0.42416,0.42416,1,1.136,1.136,0.25,0.1
0.81366,1.4798,0,0,0,0.42313,0.42313,1,1.138,1.138,0.25,0.1
0.81318,1.4799,0,0,0,0.42211,0.42211,1,1.14,1.14,0.25,0.1
0.8127,1.48,0,0,0,0.42109,0.42109,1,1.142,1.142,0.25,0.1
0.81222,1.4801,0,0,0,0.42007,0.42007,1,1.144,1.144,0.25,0.1
0.81174,1.4803,0,0,0,0.41905,0.41905,1,1.146,1.146,0.25,0.1
0.81125,1.4804,0,0,0,0.41803,0.41803,1,1.148,1.148,0.25,0.1
0.81077,1.4805,0,0,0,0.41701,0.41701,1,1.15,1.15,0.25,0.1
0.8103,1.4806,0,0,0,0.41599,0.41599,1,1.152,1.152,0.25,0.1
0.80982,1.4807,0,0,0,0.41498,0.41498,1,1.154,1.154,0.25,0.1
0.80934,1.4808,0,0,0,0.41396,0.41396,1,1.156,1.156,0.25,0.1
0.80886,1.4809,0,0,0,0.41294,0.41294,1,1.158,1.158,0.25,0.1
0.80838,1.481,0,0,0,0.41192,0.41192,1,1.16,1.16,0.25,0.1
0.8079,1.4811,0,0,0,0.4109,0.4109,1,1.162,1.162,0.25,0.1
0.80742,1.4812,0,0,0,0.40989,0.40989,1,1.164,1.164,0.25,0.1
0.80694,1.4813,0,0,0,0.40887,0.40887,1,1.166,1.166,0.25,0.1
0.80646,1.4815,0,0,0,0.40785,0.40785,1,1.168,1.168,0.25,0.1
0.80599,1.4816,0,0,0,0.40684,0.40684,1,1.17,1.17,0.25,0.1
0.80551,1.4817,0,0,0,0.40582,0.40582,1,1.172,1.172,0.25,0.1
0.80503,1.4818,0,0,0,0.40481,0.40481,1,1.174,1.174,0.25,0.1
0.80455,1.4819,0,0,0,0.40379,0.40379,1,1.176,1.176,0.25,0.1
0.80408,1.482,0,0,0,0.40278,0.40278,1,1.178,1.178,0.25,0.1
0.8036,1.4821,0,0,0,0.40176,0.40176,1,1.18,1.18,0.25,0.1
0.80312,1.4822,0,0,0,0.40075,0.40075,1,1.182,1.182,0.25,0.1
0.80265,1.4823,0,0,0,0.39974,0.39974,1,1.184,1.184,0.25,0.1
0.80217,1.4824,0,0,0,0.39872,0.39872,1,1.186,1.186,0.25,0.1
0.80169,1.4825,0,0,0,0.39771,0.39771,1,1.188,1.188,0.25,0.1
0.80122,1.4826,0,0,0,0.3967,0.3967,1,1.19,1.19,0.25,0.1
0.80074,1.4827,0,0,0,0.39569,0.39569,1,1.192,1.192,0.25,0.1
0.80027,1.4828,0,0,0,0.39467,0.39467,1,1.194,1.194,0.25,0.1
0.79979,1.4829,0,0,0,0.39366,0.39366,1,1.196,1.196,0.25,0.1
0.79932,1.4829,0,0,0,0.39265,0.39265,1,1.198,1.198,0.25,0.1
0.79884,1.483,0,0,0,0.39164,0.39164,1,1.2,1.2,0.25,0.1
0.79837,1.4831,0,0,0,0.39063,0.39063,1,1.202,1.202,0.25,0.1
0.79789,1.4832,0,0,0,0.38962,0.38962,1,1.204,1.204,0.25,0.1
0.79742,1.4833,0,0,0,0.38861,0.38861,1,1.206,1.206,0.25,0.1
0.79694,1.4834,0,0,0,0.3876,0.3876,1,1.208,1.208,0.25,0.1
0.79647,1.4835,0,0,0,0.38659,0.38659,1,1.21,1.21,0.25,0.1
0.79599,1.4836,0,0,0,0.38558,0.38558,1,1.212,1.212,0.25,0.1
0.79552,1.4837,0,0,0,0.38457,0.38457,1,1.214,1.214,0.25,0.1
0.79505,1.4838,0,0,0,0.38356,0.38356,1,1.216,1.216,0.25,0.1
0.79457,1.4839,0,0,0,0.38255,0.38255,1,1.218,1.218,0.25,0.1
0.7941,1.484,0,0,0,0.38155,0.38155,1,1.22,1.22,0.25,0.1
0.79363,1.4841,0,0,0,0.38054,0.38054,1,1.222,1.222,0.25,0.1
0.79316,1.4841,0,0,0,0.37953,0.37953,1,1.224,1.224,0.25,0.1
0.79268,1.4842,0,0,0,0.37852,0.37852,1,1.226,1.226,0.25,0.1
0.79221,1.4843,0,0,0,0.37752,0.37752,1,1.228,1.228,0.25,0.1
0.79174,1.4844,0,0,0,0.37651,0.37651,1,1.23,1.23,0.25,0.1
0.79127,1.4845,0,0,0,0.3755,0.3755,1,1.232,1.232,0.25,0.1
0.7908,1.4846,0,0,0,0.3745,0.3745,1,1.234,1.234,0.25,0.1
0.79033,1.4847,0,0,0,0.37349,0.37349,1,1.236,1.236,0.25,0.1
0.78986,1.4847,0,0,0,0.37249,0.37249,1,1.238,1.238,0.25,0.1
0.78938,1.4848,0,0,0,0.37148,0.37148,1,1.24,1.24,0.25,0.1
0.78891,1.4849,0,0,0,0.37048,0.37048,1,1.242,1.242,0.25,0.1
0.78844,1.485,0,0,0,0.36947,0.36947,1,1.244,1.244,0.25,0.1
0.78797,1.4851,0,0,0,0.36847,0.36847,1,1.246,1.246,0.25,0.1
0.7875,1.4852,0,0,0,0.36746,0.36746,1,1.248,1.248,0.25,0.1
0.78703,1.4852,0,0,0,0.36646,0.36646,1,1.25,1.25,0.25,0.1
0.78657,1.4853,0,0,0,0.36545,0.36545,1,1.252,1.252,0.25,0.1
0.7861,1.4854,0,0,0,0.36445,0.36445,1,1.254,1.254,0.25,0.1
0.78563,1.4855,0,0,0,0.36345,0.36345,1,1.256,1.256,0.25,0.1
0.78516,1.4856,0,0,0,0.36245,0.36245,1,1.258,1.258,0.25,0.1
0.78469,1.4857,0,0,0,0.36144,0.36144,1,1.26,1.26,0.25,0.1
0.78422,1.4857,0,0,0,0.36044,0.36044,1,1.262,1.262,0.25,0.1
0.78375,1.4858,0,0,0,0.35944,0.35944,1,1.264,1.264,0.25,0.1
0.78329,1.4859,0,0,0,0.35844,0.35844,1,1.266,1.266,0.25,0.1
0.78282,1.486,0,0,0,0.35743,0.35743,1,1.268,1.268,0.25,0.1
0.78235,1.486,0,0,0,0.35643,0.35643,1,1.27,1.27,0.25,0.1
0.78188,1.4861,0,0,0,0.35543,0.35543,1,1.272,1.272,0.25,0.1
0.78142,1.4862,0,0,0,0.35443,0.35443,1,1.274,1.274,0.25,0.1
0.78095,1.4863,0,0,0,0.35343,0.35343,1,1.276,1.276,0.25,0.1
0.78048,1.4863,0,0,0,0.35243,0.35243,1,1.278,1.278,0.25,0.1
0.78002,1.4864,0,0,0,0.35143,0.35143,1,1.28,1.28,0.25,0.1
0.77955,1.4865,0,0,0,0.35043,0.35043,1,1.282,1.282,0.25,0.1
0.77908,1.4866,0,0,0,0.34943,0.34943,1,1.284,1.284,0.25,0.1
0.77862,1.4866,0,0,0,0.34843,0.34843,1,1.286,1.286,0.25,0.1
0.77815,1.4867,0,0,0,0.34743,0.34743,1,1.288,1.288,0.25,0.1
0.77769,1.4868,0,0,0,0.34643,0.34643,1,1.29,1.29,0.25,0.1
0.77722,1.4869,0,0,0,0.34543,0.34543,1,1.292,1.292,0.25,0.1
0.77676,1.4869,0,0,0,0.34444,0.34444,1,1.294,1.294,0.25,0.1
0.77629,1.487,0,0,0,0.34344,0.34344,1,1.296,1.296,0.25,0.1
0.77583,1.4871,0,0,0,0.34244,0.34244,1,1.298,1.298,0.25,0.1
0.77537,1.4871,0,0,0,0.34144,0.34144,1,1.3,1.3,0.25,0.1
0.7749,1.4872,0,0,0,0.34044,0.34044,1,1.302,1.302,0.25,0.1
0.77444,1.4873,0,0,0,0.33945,0.33945,1,1.304,1.304,0.25,0.1
0.77398,1.4874,0,0,0,0.33845,0.33845,1,1.306,1.306,0.25,0.1
0.77351,1.4874,0,0,0,0.33745,0.33745,1,1.308,1.308,0.25,0.1
0.77305,1.4875,0,0,0,0.33646,0.33646,1,1.31,1.31,0.25,0.1
0.77259,1.4876,0,0,0,0.33546,0.33546,1,1.312,1.312,0.25,0.1
0.77212,1.4876,0,0,0,0.33446,0.33446,1,1.314,1.314,0.25,0.1
0.77166,1.4877,0,0,0,0.33347,0.33347,1,1.316,1.316,0.25,0.1
0.7712,1.4878,0,0,0,0.33247,0.33247,1,1.318,1.318,0.25,0.1
0.77074,1.4878,0,0,0,0.33147,0.33147,1,1.32,1.32,0.25,0.1
0.77028,1.4879,0,0,0,0.33048,0.33048,1,1.322,1.322,0.25,0.1
0.76982,1.488,0,0,0,0.32949,0.32949,1,1.324,1.324,0.25,0.1
0.76936,1.488,0,0,0,0.32849,0.32849,1,1.326,1.326,0.25,0.1
0.76889,1.4881,0,0,0,0.3275,0.3275,1,1.328,1.328,0.25,0.1
0.76843,1.4882,0,0,0,0.3265,0.3265,1,1.33,1.33,0.25,0.1
0.76797,1.4882,0,0,0,0.32551,0.32551,1,1.332,1.332,0.25,0.1
0.76751,1.4883,0,0,0,0.32451,0.32451,1,1.334,1.334,0.25,0.1
0.76705,1.4883,0,0,0,0.32352,0.32352,1,1.336,1.336,0.25,0.1
0.76659,1.4884,0,0,0,0.32252,0.32252,1,1.338,1.338,0.25,0.1
0.76613,1.4885,0,0,0,0.32153,0.32153,1,1.34,1.34,0.25,0.1
0.76568,1.4885,5.0204e-11,0,0,0.32054,0.32054,1,1.342,1.342,0.25,0.1
0.76522,1.4886,1.0041e-10,0,0,0.31954,0.31954,1,1.344,1.344,0.25,0.1
0.76476,1.4886,1.5061e-10,0,0,0.31855,0.31855,1,1.346,1.346,0.25,0.1
0.7643,1.4887,2.0082e-10,0,0,0.31756,0.31756,1,1.348,1.348,0.25,0.1
0.76384,1.4888,2.5102e-10,0,0,0.31657,0.31657,1,1.35,1.35,0.25,0.1
0.76338,1.4888,2.5102e-10,0,0,0.31557,0.31557,1,1.352,1.352,0.25,0.1
0.76293,1.4889,2.5102e-10,0,0,0.31458,0.31458,1,1.354,1.354,0.25,0.1
0.76247,1.4889,2.5102e-10,0,0,0.31359,0.31359,1,1.356,1.356,0.25,0.1
0.76201,1.489,2.5102e-10,0,0,0.3126,0.3126,1,1.358,1.358,0.25,0.1
0.76155,1.4891,2.5102e-10,0,0,0.31161,0.31161,1,1.36,1.36,0.25,0.1
0.7611,1.4891,2.0082e-10,0,0,0.31062,0.31062,1,1.362,1.362,0.25,0.1
0.76064,1.4892,1.5061e-10,0,0,0.30962,0.30962,1,1.364,1.364,0.25,0.1
0.76019,1.4892,1.0041e-10,0,0,0.30863,0.30863,1,1.366,1.366,0.25,0.1
0.75973,1.4893,5.0204e-11,0,0,0.30764,0.30764,1,1.368,1.368,0.25,0.1
0.75927,1.4894,0,0,0,0.30665,0.30665,1,1.37,1.37,0.25,0.1
0.75882,1.4894,0,0,0,0.30566,0.30566,1,1.372,1.372,0.25,0.1
0.75836,1.4895,0,0,0,0.30467,0.30467,1,1.374,1.374,0.25,0.1
0.75791,1.4895,0,0,0,0.30368,0.30368,1,1.376,1.376,0.25,0.1
0.75745,1.4896,0,0,0,0.30269,0.30269,1,1.378,1.378,0.25,0.1
0.757,1.4896,0,0,0,0.3017,0.3017,1,1.38,1.38,0.25,0.1
0.75655,1.4897,0,0,0,0.30071,0.30071,1,1.382,1.382,0.25,0.1
0.75609,1.4897,0,0,0,0.29972,0.29972,1,1.384,1.384,0.25,0.1
0.75564,1.4898,0,0,0,0.29873,0.29873,1,1.386,1.386,0.25,0.1
0.75518,1.4899,0,0,0,0.29774,0.29774,1,1.388,1.388,0.25,0.1
0.75473,1.4899,0,0,0,0.29676,0.29676,1,1.39,1.39,0.25,0.1
0.75428,1.49,0,0,0,0.29577,0.29577,1,1.392,1.392,0.25,0.1
0.75383,1.49,0,0,0,0.29478,0.29478,1,1.394,1.394,0.25,0.1
0.75337,1.4901,0,0,0,0.29379,0.29379,1,1.396,1.396,0.25,0.1
0.75292,1.4901,0,0,0,0.2928,0.2928,1,1.398,1.398,0.25,0.1
0.75247,1.4902,0,0,0,0.29181,0.29181,1,1.4,1.4,0.25,0.1
0.75202,1.4902,0,0,0,0.29083,0.29083,1,1.402,1.402,0.25,0.1
0.75156,1.4903,0,0,0,0.28984,0.28984,1,1.404,1.404,0.25,0.1
0.75111,1.4903,0,0,0,0.28885,0.28885,1,1.406,1.406,0.25,0.1
0.75066,1.4904,0,0,0,0.28786,0.28786,1,1.408,1.408,0.25,0.1
0.75021,1.4904,0,0,0,0.28688,0.28688,1,1.41,1.41,0.25,0.1
0.74976,1.4905,0,0,0,0.28589,0.28589,1,1.412,1.412,0.25,0.1
0.74931,1.4905,0,0,0,0.2849,0.2849,1,1.414,1.414,0.25,0.1
0.74886,1.4906,0,0,0,0.28392,0.28392,1,1.416,1.416,0.25,0.1
0.74841,1.4906,0,0,0,0.28293,0.28293,1,1.418,1.418,0.25,0.1
0.74796,1.4907,0,0,0,0.28194,0.28194,1,1.42,1.42,0.25,0.1
0.74751,1.4907,0,0,0,0.28096,0.28096,1,1.422,1.422,0.25,0.1
0.74706,1.4908,0,0,0,0.27997,0.27997,1,1.424,1.424,0.25,0.1
0.74661,1.4908,0,0,0,0.27899,0.27899,1,1.426,1.426,0.25,0.1
0.74616,1.4909,0,0,0,0.278,0.278,1,1.428,1.428,0.25,0.1
0.74572,1.4909,0,0,0,0.27702,0.27702,1,1.43,1.43,0.25,0.1
0.74527,1.491,0,0,0,0.27603,0.27603,1,1.432,1.432,0.25,0.1
0.74482,1.491,0,0,0,0.27505,0.27505,1,1.434,1.434,0.25,0.1
0.74437,1.4911,0,0,0,0.27406,0.27406,1,1.436,1.436,0.25,0.1
0.74393,1.4911,0,0,0,0.27308,0.27308,1,1.438,1.438,0.25,0.1
0.74348,1.4911,0,0,0,0.27209,0.27209,1,1.44,1.44,0.25,0.1
0.74303,1.4912,0,0,0,0.27111,0.27111,1,1.442,1.442,0.25,0.1
0.74258,1.4912,0,0,0,0.27012,0.27012,1,1.444,1.444,0.25,0.1
0.74214,1.4913,0,0,0,0.26914,0.26914,1,1.446,1.446,0.25,0.1
0.74169,1.4913,0,0,0,0.26815,0.26815,1,1.448,1.448,0.25,0.1
0.74125,1.4914,0,0,0,0.26717,0.26717,1,1.45,1.45,0.25,0.1
0.7408,1.4914,0,0,0,0.26619,0.26619,1,1.452,1.452,0.25,0.1
0.74036,1.4915,0,0,0,0.2652,0.2652,1,1.454,1.454,0.25,0.1
0.73991,1.4915,0,0,0,0.26422,0.26422,1,1.456,1.456,0.25,0.1
0.73947,1.4915,0,0,0,0.26323,0.26323,1,1.458,1.458,0.25,0.1
0.73902,1.4916,0,0,0,0.26225,0.26225,1,1.46,1.46,0.25,0.1
0.73858,1.4916,0,0,0,0.26127,0.26127,1,1.462,1.462,0.25,0.1
0.73813,1.4917,0,0,0,0.26029,0.26029,1,1.464,1.464,0.25,0.1
0.73769,1.4917,0,0,0,0.2593,0.2593,1,1.466,1.466,0.25,0.1
0.73724,1.4918,0,0,0,0.25832,0.25832,1,1.468,1.468,0.25,0.1
0.7368,1.4918,0,0,0,0.25734,0.25734,1,1.47,1.47,0.25,0.1
0.73636,1.4918,0,0,0,0.25635,0.25635,1,1.472,1.472,0.25,0.1
0.73592,1.4919,0,0,0,0.25537,0.25537,1,1.474,1.474,0.25,0.1
0.73547,1.4919,0,0,0,0.25439,0.25439,1,1.476,1.476,0.25,0.1
0.73503,1.492,0,0,0,0.25341,0.25341,1,1.478,1.478,0.25,0.1
0.73459,1.492,0,0,0,0.25243,0.25243,1,1.48,1.48,0.25,0.1
0.73415,1.4921,0,0,0,0.25144,0.25144,1,1.482,1.482,0.25,0.1
0.7337,1.4921,0,0,0,0.25046,0.25046,1,1.484,1.484,0.25,0.1
0.73326,1.4921,0,0,0,0.24948,0.24948,1,1.486,1.486,0.25,0.1
0.73282,1.4922,0,0,0,0.2485,0.2485,1,1.488,1.488,0.25,0.1
0.73238,1.4922,0,0,0,0.24752,0.24752,1,1.49,1.49,0.25,0.1
0.73194,1.4922,0,0,0,0.24654,0.24654,1,1.492,1.492,0.25,0.1
0.7315,1.4923,0,0,0,0.24556,0.24556,1,1.494,1.494,0.25,0.1
0.73106,1.4923,0,0,0,0.24458,0.24458,1,1.496,1.496,0.25,0.1
0.73062,1.4924,0,0,0,0.2436,0.2436,1,1.498,1.498,0.25,0.1
0.73018,1.4924,0,0,0,0.24261,0.24261,1,1.5,1.5,0.25,0.1
0.72974,1.4924,0,0,0,0.24163,0.24163,1,1.502,1.502,0.25,0.1
0.7293,1.4925,0,0,0,0.24065,0.24065,1,1.504,1.504,0.25,0.1
0.72886,1.4925,0,0,0,0.23967,0.23967,1,1.506,1.506,0.25,0.1
0.72842,1.4926,0,0,0,0.23869,0.23869,1,1.508,1.508,0.25,0.1
0.72798,1.4926,0,0,0,0.23771,0.23771,1,1.51,1.51,0.25,0.1
0.72755,1.4926,5.0931e-12,0,0,0.23673,0.23673,1,1.512,1.512,0.25,0.1
0.72711,1.4927,1.0187e-11,0,0,0.23575,0.23575,1,1.514,1.514,0.25,0.1
0.72667,1.4927,1.528e-11,0,0,0.23477,0.23477,1,1.516,1.516,0.25,0.1
0.72623,1.4927,2.0373e-11,0,0,0.2338,0.2338,1,1.518,1.518,0.25,0.1
0.7258,1.4928,2.5466e-11,0,0,0.23282,0.23282,1,1.52,1.52,0.25,0.1
0.72536,1.4928,3.0559e-11,0,0,0.23184,0.23184,1,1.522,1.522,0.25,0.1
0.72492,1.4928,3.5652e-11,0,0,0.23086,0.23086,1,1.524,1.524,0.25,0.1
0.72449,1.4929,4.0745e-11,0,0,0.22988,0.22988,1,1.526,1.526,0.25,0.1
0.72405,1.4929,4.5839e-11,0,0,0.2289,0.2289,1,1.528,1.528,0.25,0.1
0.72361,1.493,5.0932e-11,0,0,0.22792,0.22792,1,1.53,1.53,0.25,0.1
0.72318,1.493,5.0568e-11,0,0,0.22694,0.22694,1,1.532,1.532,0.25,0.1
0.72274,1.493,5.0204e-11,0,0,0.22596,0.22596,1,1.534,1.534,0.25,0.1
0.72231,1.4931,4.984e-11,0,0,0.22499,0.22499,1,1.536,1.536,0.25,0.1
0.72187,1.4931,4.9477e-11,0,0,0.22401,0.22401,1,1.538,1.538,0.25,0.1
0.72144,1.4931,4.9113e-11,0,0,0.22303,0.22303,1,1.54,1.54,0.25,0.1
0.721,1.4932,4.4019e-11,0,0,0.22205,0.22205,1,1.542,1.542,0.25,0.1
0.72057,1.4932,3.8926e-11,0,0,0.22107,0.22107,1,1.544,1.544,0.25,0.1
0.72014,1.4932,3.3833e-11,0,0,0.22009,0.22009,1,1.546,1.546,0.25,0.1
0.7197,1.4933,2.874e-11,0,0,0.21912,0.21912,1,1.548,1.548,0.25,0.1
0.71927,1.4933,2.3647e-11,0,0,0.21814,0.21814,1,1.55,1.55,0.25,0.1
0.71884,1.4933,1.8917e-11,0,0,0.21716,0.21716,1,1.552,1.552,0.25,0.1
