"T","U:0","U:1","U:2","alphat","p","p_rgh","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
0.7184,1.4934,1.4188e-11,0,0,0.21618,0.21618,1,1.554,1.554,0.25,0.1
0.71797,1.4934,9.4586e-12,0,0,0.21521,0.21521,1,1.556,1.556,0.25,0.1
0.71754,1.4934,4.7293e-12,0,0,0.21423,0.21423,1,1.558,1.558,0.25,0.1
0.71711,1.4935,0,0,0,0.21325,0.21325,1,1.56,1.56,0.25,0.1
0.71667,1.4935,5.0934e-12,0,0,0.21228,0.21228,1,1.562,1.562,0.25,0.1
0.71624,1.4935,1.0186e-11,0,0,0.2113,0.2113,1,1.564,1.564,0.25,0.1
0.71581,1.4936,1.5279e-11,0,0,0.21032,0.21032,1,1.566,1.566,0.25,0.1
0.71538,1.4936,2.0372e-11,0,0,0.20935,0.20935,1,1.568,1.568,0.25,0.1
0.71495,1.4936,2.5466e-11,0,0,0.20837,0.20837,1,1.57,1.57,0.25,0.1
0.71452,1.4936,2.5466e-11,0,0,0.20739,0.20739,1,1.572,1.572,0.25,0.1
0.71409,1.4937,2.5466e-11,0,0,0.20642,0.20642,1,1.574,1.574,0.25,0.1
0.71366,1.4937,2.5466e-11,0,0,0.20544,0.20544,1,1.576,1.576,0.25,0.1
0.71323,1.4937,2.5466e-11,0,0,0.20446,0.20446,1,1.578,1.578,0.25,0.1
0.7128,1.4938,2.5466e-11,0,0,0.20349,0.20349,1,1.58,1.58,0.25,0.1
0.71237,1.4938,2.0373e-11,0,0,0.20251,0.20251,1,1.582,1.582,0.25,0.1
0.71194,1.4938,1.528e-11,0,0,0.20154,0.20154,1,1.584,1.584,0.25,0.1
0.71151,1.4939,1.0187e-11,0,0,0.20056,0.20056,1,1.586,1.586,0.25,0.1
0.71108,1.4939,5.0931e-12,0,0,0.19958,0.19958,1,1.588,1.588,0.25,0.1
0.71065,1.4939,0,0,0,0.19861,0.19861,1,1.59,1.59,0.25,0.1
0.71022,1.4939,0,0,0,0.19763,0.19763,1,1.592,1.592,0.25,0.1
0.7098,1.494,0,0,0,0.19666,0.19666,1,1.594,1.594,0.25,0.1
0.70937,1.494,0,0,0,0.19568,0.19568,1,1.596,1.596,0.25,0.1
0.70894,1.494,0,0,0,0.19471,0.19471,1,1.598,1.598,0.25,0.1
0.70851,1.4941,0,0,0,0.19373,0.19373,1,1.6,1.6,0.25,0.1
0.70809,1.4941,5.0931e-12,0,0,0.19276,0.19276,1,1.602,1.602,0.25,0.1
0.70766,1.4941,1.0186e-11,0,0,0.19178,0.19178,1,1.604,1.604,0.25,0.1
0.70723,1.4941,1.5279e-11,0,0,0.19081,0.19081,1,1.606,1.606,0.25,0.1
0.70681,1.4942,2.0373e-11,0,0,0.18983,0.18983,1,1.608,1.608,0.25,0.1
0.70638,1.4942,2.5466e-11,0,0,0.18886,0.18886,1,1.61,1.61,0.25,0.1
0.70596,1.4942,2.5466e-11,0,0,0.18788,0.18788,1,1.612,1.612,0.25,0.1
0.70553,1.4943,2.5466e-11,0,0,0.18691,0.18691,1,1.614,1.614,0.25,0.1
0.70511,1.4943,2.5466e-11,0,0,0.18594,0.18594,1,1.616,1.616,0.25,0.1
0.70468,1.4943,2.5466e-11,0,0,0.18496,0.18496,1,1.618,1.618,0.25,0.1
0.70426,1.4943,2.5466e-11,0,0,0.18399,0.18399,1,1.62,1.62,0.25,0.1
0.70383,1.4944,2.5466e-11,0,0,0.18301,0.18301,1,1.622,1.622,0.25,0.1
0.70341,1.4944,2.5466e-11,0,0,0.18204,0.18204,1,1.624,1.624,0.25,0.1
0.70298,1.4944,2.5466e-11,0,0,0.18106,0.18106,1,1.626,1.626,0.25,0.1
0.70256,1.4944,2.5466e-11,0,0,0.18009,0.18009,1,1.628,1.628,0.25,0.1
0.70214,1.4945,2.5466e-11,0,0,0.17912,0.17912,1,1.63,1.63,0.25,0.1
0.70171,1.4945,2.5466e-11,0,0,0.17814,0.17814,1,1.632,1.632,0.25,0.1
0.70129,1.4945,2.5466e-11,0,0,0.17717,0.17717,1,1.634,1.634,0.25,0.1
0.70087,1.4945,2.5466e-11,0,0,0.1762,0.1762,1,1.636,1.636,0.25,0.1
0.70045,1.4946,2.5466e-11,0,0,0.17522,0.17522,1,1.638,1.638,0.25,0.1
0.70002,1.4946,2.5466e-11,0,0,0.17425,0.17425,1,1.64,1.64,0.25,0.1
0.6996,1.4946,2.5284e-11,0,0,0.17328,0.17328,1,1.642,1.642,0.25,0.1
0.69918,1.4946,2.5102e-11,0,0,0.1723,0.1723,1,1.644,1.644,0.25,0.1
0.69876,1.4947,2.492e-11,0,0,0.17133,0.17133,1,1.646,1.646,0.25,0.1
0.69834,1.4947,2.4738e-11,0,0,0.17036,0.17036,1,1.648,1.648,0.25,0.1
0.69792,1.4947,2.4556e-11,0,0,0.16938,0.16938,1,1.65,1.65,0.25,0.1
0.6975,1.4947,2.9649e-11,0,0,0.16841,0.16841,1,1.652,1.652,0.25,0.1
0.69708,1.4948,3.4743e-11,0,0,0.16744,0.16744,1,1.654,1.654,0.25,0.1
0.69666,1.4948,3.9836e-11,0,0,0.16647,0.16647,1,1.656,1.656,0.25,0.1
0.69624,1.4948,4.4929e-11,0,0,0.16549,0.16549,1,1.658,1.658,0.25,0.1
0.69581,1.4948,5.0022e-11,0,0,0.16452,0.16452,1,1.66,1.66,0.25,0.1
0.6954,1.4949,4.5111e-11,0,0,0.16355,0.16355,1,1.662,1.662,0.25,0.1
0.69498,1.4949,4.0199e-11,0,0,0.16258,0.16258,1,1.664,1.664,0.25,0.1
0.69456,1.4949,3.5288e-11,0,0,0.1616,0.1616,1,1.666,1.666,0.25,0.1
0.69414,1.4949,3.0377e-11,0,0,0.16063,0.16063,1,1.668,1.668,0.25,0.1
0.69372,1.495,2.5466e-11,0,0,0.15966,0.15966,1,1.67,1.67,0.25,0.1
0.6933,1.495,2.5466e-11,0,0,0.15869,0.15869,1,1.672,1.672,0.25,0.1
0.69289,1.495,2.5466e-11,0,0,0.15772,0.15772,1,1.674,1.674,0.25,0.1
0.69247,1.495,2.5466e-11,0,0,0.15674,0.15674,1,1.676,1.676,0.25,0.1
0.69205,1.495,2.5466e-11,0,0,0.15577,0.15577,1,1.678,1.678,0.25,0.1
0.69163,1.4951,2.5466e-11,0,0,0.1548,0.1548,1,1.68,1.68,0.25,0.1
0.69122,1.4951,2.5466e-11,0,0,0.15383,0.15383,1,1.682,1.682,0.25,0.1
0.6908,1.4951,2.5466e-11,0,0,0.15286,0.15286,1,1.684,1.684,0.25,0.1
0.69038,1.4951,2.5466e-11,0,0,0.15189,0.15189,1,1.686,1.686,0.25,0.1
0.68997,1.4952,2.5466e-11,0,0,0.15091,0.15091,1,1.688,1.688,0.25,0.1
0.68955,1.4952,2.5466e-11,0,0,0.14994,0.14994,1,1.69,1.69,0.25,0.1
0.68913,1.4952,2.0373e-11,0,0,0.14897,0.14897,1,1.692,1.692,0.25,0.1
0.68872,1.4952,1.528e-11,0,0,0.148,0.148,1,1.694,1.694,0.25,0.1
0.6883,1.4952,1.0187e-11,0,0,0.14703,0.14703,1,1.696,1.696,0.25,0.1
0.68789,1.4953,5.0934e-12,0,0,0.14606,0.14606,1,1.698,1.698,0.25,0.1
0.68747,1.4953,0,0,0,0.14509,0.14509,1,1.7,1.7,0.25,0.1
0.68706,1.4953,5.0931e-12,0,0,0.14412,0.14412,1,1.702,1.702,0.25,0.1
0.68665,1.4953,1.0186e-11,0,0,0.14314,0.14314,1,1.704,1.704,0.25,0.1
0.68623,1.4953,1.5279e-11,0,0,0.14217,0.14217,1,1.706,1.706,0.25,0.1
0.68582,1.4954,2.0372e-11,0,0,0.1412,0.1412,1,1.708,1.708,0.25,0.1
0.6854,1.4954,2.5466e-11,0,0,0.14023,0.14023,1,1.71,1.71,0.25,0.1
0.68499,1.4954,2.5466e-11,0,0,0.13926,0.13926,1,1.712,1.712,0.25,0.1
0.68458,1.4954,2.5466e-11,0,0,0.13829,0.13829,1,1.714,1.714,0.25,0.1
0.68417,1.4955,2.5466e-11,0,0,0.13732,0.13732,1,1.716,1.716,0.25,0.1
0.68375,1.4955,2.5466e-11,0,0,0.13635,0.13635,1,1.718,1.718,0.25,0.1
0.68334,1.4955,2.5466e-11,0,0,0.13538,0.13538,1,1.72,1.72,0.25,0.1
0.68293,1.4955,2.0373e-11,0,0,0.13441,0.13441,1,1.722,1.722,0.25,0.1
0.68252,1.4955,1.528e-11,0,0,0.13344,0.13344,1,1.724,1.724,0.25,0.1
0.68211,1.4956,1.0187e-11,0,0,0.13247,0.13247,1,1.726,1.726,0.25,0.1
0.68169,1.4956,5.0931e-12,0,0,0.1315,0.1315,1,1.728,1.728,0.25,0.1
0.68128,1.4956,0,0,0,0.13053,0.13053,1,1.73,1.73,0.25,0.1
0.68087,1.4956,4.9112e-12,0,0,0.12956,0.12956,1,1.732,1.732,0.25,0.1
0.68046,1.4956,9.8224e-12,0,0,0.12859,0.12859,1,1.734,1.734,0.25,0.1
0.68005,1.4956,1.4734e-11,0,0,0.12762,0.12762,1,1.736,1.736,0.25,0.1
0.67964,1.4957,1.9645e-11,0,0,0.12665,0.12665,1,1.738,1.738,0.25,0.1
0.67923,1.4957,2.4556e-11,0,0,0.12568,0.12568,1,1.74,1.74,0.25,0.1
0.67882,1.4957,2.9649e-11,0,0,0.12471,0.12471,1,1.742,1.742,0.25,0.1
0.67841,1.4957,3.4743e-11,0,0,0.12374,0.12374,1,1.744,1.744,0.25,0.1
0.678,1.4957,3.9836e-11,0,0,0.12277,0.12277,1,1.746,1.746,0.25,0.1
0.67759,1.4958,4.4929e-11,0,0,0.1218,0.1218,1,1.748,1.748,0.25,0.1
0.67718,1.4958,5.0022e-11,0,0,0.12083,0.12083,1,1.75,1.75,0.25,0.1
0.67678,1.4958,5.0204e-11,0,0,0.11986,0.11986,1,1.752,1.752,0.25,0.1
0.67637,1.4958,5.0386e-11,0,0,0.1189,0.1189,1,1.754,1.754,0.25,0.1
0.67596,1.4958,5.0568e-11,0,0,0.11793,0.11793,1,1.756,1.756,0.25,0.1
0.67555,1.4958,5.075e-11,0,0,0.11696,0.11696,1,1.758,1.758,0.25,0.1
0.67515,1.4959,5.0932e-11,0,0,0.11599,0.11599,1,1.76,1.76,0.25,0.1
0.67474,1.4959,4.5839e-11,0,0,0.11502,0.11502,1,1.762,1.762,0.25,0.1
0.67433,1.4959,4.0745e-11,0,0,0.11405,0.11405,1,1.764,1.764,0.25,0.1
0.67393,1.4959,3.5652e-11,0,0,0.11308,0.11308,1,1.766,1.766,0.25,0.1
0.67352,1.4959,3.0559e-11,0,0,0.11211,0.11211,1,1.768,1.768,0.25,0.1
0.67311,1.4959,2.5466e-11,0,0,0.11114,0.11114,1,1.77,1.77,0.25,0.1
0.67271,1.496,2.5466e-11,0,0,0.11017,0.11017,1,1.772,1.772,0.25,0.1
0.6723,1.496,2.5466e-11,0,0,0.10921,0.10921,1,1.774,1.774,0.25,0.1
0.6719,1.496,2.5466e-11,0,0,0.10824,0.10824,1,1.776,1.776,0.25,0.1
0.67149,1.496,2.5466e-11,0,0,0.10727,0.10727,1,1.778,1.778,0.25,0.1
0.67109,1.496,2.5466e-11,0,0,0.1063,0.1063,1,1.78,1.78,0.25,0.1
0.67068,1.4961,3.0377e-11,0,0,0.10533,0.10533,1,1.782,1.782,0.25,0.1
0.67028,1.4961,3.5289e-11,0,0,0.10436,0.10436,1,1.784,1.784,0.25,0.1
0.66987,1.4961,4.02e-11,0,0,0.10339,0.10339,1,1.786,1.786,0.25,0.1
0.66947,1.4961,4.5111e-11,0,0,0.10243,0.10243,1,1.788,1.788,0.25,0.1
0.66906,1.4961,5.0022e-11,0,0,0.10146,0.10146,1,1.79,1.79,0.25,0.1
0.66866,1.4961,4.4929e-11,0,0,0.10049,0.10049,1,1.792,1.792,0.25,0.1
0.66826,1.4962,3.9836e-11,0,0,0.099521,0.099521,1,1.794,1.794,0.25,0.1
0.66786,1.4962,3.4743e-11,0,0,0.098553,0.098553,1,1.796,1.796,0.25,0.1
0.66745,1.4962,2.9649e-11,0,0,0.097585,0.097585,1,1.798,1.798,0.25,0.1
0.66705,1.4962,2.4556e-11,0,0,0.096617,0.096617,1,1.8,1.8,0.25,0.1
0.66665,1.4962,1.9645e-11,0,0,0.095649,0.095649,1,1.802,1.802,0.25,0.1
0.66625,1.4962,1.4734e-11,0,0,0.094681,0.094681,1,1.804,1.804,0.25,0.1
0.66584,1.4962,9.8224e-12,0,0,0.093714,0.093714,1,1.806,1.806,0.25,0.1
0.66544,1.4963,4.9112e-12,0,0,0.092746,0.092746,1,1.808,1.808,0.25,0.1
0.66504,1.4963,0,0,0,0.091778,0.091778,1,1.81,1.81,0.25,0.1
0.66464,1.4963,4.9114e-12,0,0,0.09081,0.09081,1,1.812,1.812,0.25,0.1
0.66424,1.4963,9.8226e-12,0,0,0.089843,0.089843,1,1.814,1.814,0.25,0.1
0.66384,1.4963,1.4734e-11,0,0,0.088875,0.088875,1,1.816,1.816,0.25,0.1
0.66344,1.4963,1.9645e-11,0,0,0.087908,0.087908,1,1.818,1.818,0.25,0.1
0.66304,1.4963,2.4556e-11,0,0,0.08694,0.08694,1,1.82,1.82,0.25,0.1
0.66264,1.4964,2.9649e-11,0,0,0.085973,0.085973,1,1.822,1.822,0.25,0.1
0.66224,1.4964,3.4743e-11,0,0,0.085005,0.085005,1,1.824,1.824,0.25,0.1
0.66184,1.4964,3.9836e-11,0,0,0.084038,0.084038,1,1.826,1.826,0.25,0.1
0.66144,1.4964,4.4929e-11,0,0,0.083071,0.083071,1,1.828,1.828,0.25,0.1
0.66104,1.4964,5.0022e-11,0,0,0.082103,0.082103,1,1.83,1.83,0.25,0.1
0.66064,1.4964,5.0022e-11,0,0,0.081136,0.081136,1,1.832,1.832,0.25,0.1
0.66025,1.4964,5.0022e-11,0,0,0.080169,0.080169,1,1.834,1.834,0.25,0.1
0.65985,1.4965,5.0022e-11,0,0,0.079202,0.079202,1,1.836,1.836,0.25,0.1
0.65945,1.4965,5.0022e-11,0,0,0.078235,0.078235,1,1.838,1.838,0.25,0.1
0.65905,1.4965,5.0022e-11,0,0,0.077268,0.077268,1,1.84,1.84,0.25,0.1
0.65865,1.4965,5.0022e-11,0,0,0.076301,0.076301,1,1.842,1.842,0.25,0.1
0.65826,1.4965,5.0022e-11,0,0,0.075334,0.075334,1,1.844,1.844,0.25,0.1
0.65786,1.4965,5.0022e-11,0,0,0.074367,0.074367,1,1.846,1.846,0.25,0.1
0.65746,1.4965,5.0022e-11,0,0,0.0734,0.0734,1,1.848,1.848,0.25,0.1
0.65707,1.4966,5.0022e-11,0,0,0.072433,0.072433,1,1.85,1.85,0.25,0.1
0.65667,1.4966,4.5111e-11,0,0,0.071467,0.071467,1,1.852,1.852,0.25,0.1
0.65627,1.4966,4.02e-11,0,0,0.0705,0.0705,1,1.854,1.854,0.25,0.1
0.65588,1.4966,3.5289e-11,0,0,0.069533,0.069533,1,1.856,1.856,0.25,0.1
0.65548,1.4966,3.0377e-11,0,0,0.068567,0.068567,1,1.858,1.858,0.25,0.1
0.65509,1.4966,2.5466e-11,0,0,0.0676,0.0676,1,1.86,1.86,0.25,0.1
0.65469,1.4966,2.0373e-11,0,0,0.066634,0.066634,1,1.862,1.862,0.25,0.1
0.6543,1.4967,1.528e-11,0,0,0.065667,0.065667,1,1.864,1.864,0.25,0.1
0.6539,1.4967,1.0186e-11,0,0,0.064701,0.064701,1,1.866,1.866,0.25,0.1
0.65351,1.4967,5.0931e-12,0,0,0.063734,0.063734,1,1.868,1.868,0.25,0.1
0.65312,1.4967,0,0,0,0.062768,0.062768,1,1.87,1.87,0.25,0.1
0.65272,1.4967,5.0022e-12,0,0,0.061802,0.061802,1,1.872,1.872,0.25,0.1
0.65233,1.4967,1.0004e-11,0,0,0.060836,0.060836,1,1.874,1.874,0.25,0.1
0.65193,1.4967,1.5007e-11,0,0,0.059869,0.059869,1,1.876,1.876,0.25,0.1
0.65154,1.4967,2.0009e-11,0,0,0.058903,0.058903,1,1.878,1.878,0.25,0.1
0.65115,1.4967,2.5011e-11,0,0,0.057937,0.057937,1,1.88,1.88,0.25,0.1
0.65076,1.4968,3.0013e-11,0,0,0.056971,0.056971,1,1.882,1.882,0.25,0.1
0.65036,1.4968,3.5015e-11,0,0,0.056005,0.056005,1,1.884,1.884,0.25,0.1
0.64997,1.4968,4.0018e-11,0,0,0.055039,0.055039,1,1.886,1.886,0.25,0.1
0.64958,1.4968,4.502e-11,0,0,0.054073,0.054073,1,1.888,1.888,0.25,0.1
0.64919,1.4968,5.0022e-11,0,0,0.053107,0.053107,1,1.89,1.89,0.25,0.1
0.6488,1.4968,5.0022e-11,0,0,0.052141,0.052141,1,1.892,1.892,0.25,0.1
0.64841,1.4968,5.0022e-11,0,0,0.051175,0.051175,1,1.894,1.894,0.25,0.1
0.64801,1.4968,5.0022e-11,0,0,0.050209,0.050209,1,1.896,1.896,0.25,0.1
0.64762,1.4969,5.0022e-11,0,0,0.049244,0.049244,1,1.898,1.898,0.25,0.1
0.64723,1.4969,5.0022e-11,0,0,0.048278,0.048278,1,1.9,1.9,0.25,0.1
0.64684,1.4969,4.502e-11,0,0,0.047312,0.047312,1,1.902,1.902,0.25,0.1
0.64645,1.4969,4.0018e-11,0,0,0.046346,0.046346,1,1.904,1.904,0.25,0.1
0.64606,1.4969,3.5015e-11,0,0,0.045381,0.045381,1,1.906,1.906,0.25,0.1
0.64567,1.4969,3.0013e-11,0,0,0.044415,0.044415,1,1.908,1.908,0.25,0.1
0.64528,1.4969,2.5011e-11,0,0,0.04345,0.04345,1,1.91,1.91,0.25,0.1
0.64489,1.4969,2.0009e-11,0,0,0.042484,0.042484,1,1.912,1.912,0.25,0.1
0.64451,1.497,1.5006e-11,0,0,0.041519,0.041519,1,1.914,1.914,0.25,0.1
0.64412,1.497,1.0004e-11,0,0,0.040553,0.040553,1,1.916,1.916,0.25,0.1
0.64373,1.497,5.0022e-12,0,0,0.039588,0.039588,1,1.918,1.918,0.25,0.1
0.64334,1.497,0,0,0,0.038623,0.038623,1,1.92,1.92,0.25,0.1
0.64295,1.497,5.0025e-12,0,0,0.037657,0.037657,1,1.922,1.922,0.25,0.1
0.64257,1.497,1.0005e-11,0,0,0.036692,0.036692,1,1.924,1.924,0.25,0.1
0.64218,1.497,1.5007e-11,0,0,0.035727,0.035727,1,1.926,1.926,0.25,0.1
0.64179,1.497,2.0009e-11,0,0,0.034762,0.034762,1,1.928,1.928,0.25,0.1
0.6414,1.497,2.5011e-11,0,0,0.033796,0.033796,1,1.93,1.93,0.25,0.1
0.64102,1.497,3.0014e-11,0,0,0.032831,0.032831,1,1.932,1.932,0.25,0.1
0.64063,1.4971,3.5016e-11,0,0,0.031866,0.031866,1,1.934,1.934,0.25,0.1
0.64024,1.4971,4.0018e-11,0,0,0.030901,0.030901,1,1.936,1.936,0.25,0.1
0.63986,1.4971,4.502e-11,0,0,0.029936,0.029936,1,1.938,1.938,0.25,0.1
0.63947,1.4971,5.0022e-11,0,0,0.028971,0.028971,1,1.94,1.94,0.25,0.1
0.63909,1.4971,5.0022e-11,0,0,0.028006,0.028006,1,1.942,1.942,0.25,0.1
0.6387,1.4971,5.0022e-11,0,0,0.027042,0.027042,1,1.944,1.944,0.25,0.1
0.63832,1.4971,5.0022e-11,0,0,0.026077,0.026077,1,1.946,1.946,0.25,0.1
0.63793,1.4971,5.0022e-11,0,0,0.025112,0.025112,1,1.948,1.948,0.25,0.1
0.63755,1.4971,5.0022e-11,0,0,0.024147,0.024147,1,1.95,1.95,0.25,0.1
0.63716,1.4971,5.0022e-11,0,0,0.023182,0.023182,1,1.952,1.952,0.25,0.1
0.63678,1.4972,5.0022e-11,0,0,0.022218,0.022218,1,1.954,1.954,0.25,0.1
0.63639,1.4972,5.0022e-11,0,0,0.021253,0.021253,1,1.956,1.956,0.25,0.1
0.63601,1.4972,5.0022e-11,0,0,0.020288,0.020288,1,1.958,1.958,0.25,0.1
0.63563,1.4972,5.0022e-11,0,0,0.019324,0.019324,1,1.96,1.96,0.25,0.1
0.63524,1.4972,5.0022e-11,0,0,0.018359,0.018359,1,1.962,1.962,0.25,0.1
0.63486,1.4972,5.0022e-11,0,0,0.017395,0.017395,1,1.964,1.964,0.25,0.1
0.63448,1.4972,5.0022e-11,0,0,0.01643,0.01643,1,1.966,1.966,0.25,0.1
0.6341,1.4972,5.0022e-11,0,0,0.015466,0.015466,1,1.968,1.968,0.25,0.1
0.63372,1.4972,5.0022e-11,0,0,0.014501,0.014501,1,1.97,1.97,0.25,0.1
0.63334,1.4972,5.0022e-11,0,0,0.013537,0.013537,1,1.972,1.972,0.25,0.1
0.63296,1.4973,5.0022e-11,0,0,0.012573,0.012573,1,1.974,1.974,0.25,0.1
0.63259,1.4973,5.0022e-11,0,0,0.011609,0.011609,1,1.976,1.976,0.25,0.1
0.63221,1.4973,5.0022e-11,0,0,0.010645,0.010645,1,1.978,1.978,0.25,0.1
0.63183,1.4973,5.0022e-11,0,0,0.0096812,0.0096812,1,1.98,1.98,0.25,0.1
0.63148,1.4973,5.0022e-11,0,0,0.0087178,0.0087178,1,1.982,1.982,0.25,0.1
0.63113,1.4973,5.0022e-11,0,0,0.0077543,0.0077543,1,1.984,1.984,0.25,0.1
0.63078,1.4973,5.0022e-11,0,0,0.0067908,0.0067908,1,1.986,1.986,0.25,0.1
0.63043,1.4973,5.0022e-11,0,0,0.0058272,0.0058272,1,1.988,1.988,0.25,0.1
0.63008,1.4973,5.0022e-11,0,0,0.0048638,0.0048638,1,1.99,1.99,0.25,0.1
0.62992,1.4973,5.0022e-11,0,0,0.003891,0.003891,1,1.992,1.992,0.25,0.1
0.62976,1.4973,5.0022e-11,0,0,0.0029183,0.0029183,1,1.994,1.994,0.25,0.1
0.6296,1.4973,5.0022e-11,0,0,0.0019455,0.0019455,1,1.996,1.996,0.25,0.1
0.62943,1.4974,5.0022e-11,0,0,0.00097274,0.00097274,1,1.998,1.998,0.25,0.1
0.62927,1.4974,5.0022e-11,0,0,0,0,1,2,2,0.25,0.1
